year,lep_id,lep_year_spec,spinoff_revenue
2014,E37000001,2014,5431000
2014,E37000002,2014,0
2014,E37000003,2014,0
2014,E37000004,2014,11187000
2014,E37000005,2014,0
2014,E37000006,2014,82441000
2014,E37000007,2014,235000
2014,E37000008,2014,28763000
2014,E37000009,2014,6942000
2014,E37000010,2014,121786000
2014,E37000011,2014,445000
2014,E37000012,2014,31258000
2014,E37000013,2014,37713000
2014,E37000014,2014,809000
2014,E37000015,2014,38799000
2014,E37000016,2014,42435000
2014,E37000017,2014,3524000
2014,E37000018,2014,2995000
2014,E37000019,2014,71120000
2014,E37000020,2014,65790000
2014,E37000021,2014,114795000
2014,E37000022,2014,27272000
2014,E37000023,2014,222325000
2014,E37000024,2014,7086000
2014,E37000025,2014,121264000
2014,E37000026,2014,1755000
2014,E37000027,2014,95968000
2014,E37000029,2014,110630000
2014,E37000030,2014,2792000
2014,E37000031,2014,24916000
2014,E37000032,2014,1056000
2014,E37000034,2014,4699000
2014,E37000035,2014,150000
2014,E37000036,2014,0
2014,E37000037,2014,175242000
2014,E37000038,2014,0
2014,E37000039,2014,5464000
2014,E37000040,2014,0
2015,E37000001,2014,3101000
2015,E37000002,2014,0
2015,E37000003,2014,0
2015,E37000004,2014,16932000
2015,E37000005,2014,34000
2015,E37000006,2014,113536000
2015,E37000007,2014,322000
2015,E37000008,2014,47533000
2015,E37000009,2014,6517000
2015,E37000010,2014,125814000
2015,E37000011,2014,1255000
2015,E37000012,2014,30559000
2015,E37000013,2014,18254000
2015,E37000014,2014,1875000
2015,E37000015,2014,43081000
2015,E37000016,2014,53031000
2015,E37000017,2014,2051000
2015,E37000018,2014,5962000
2015,E37000019,2014,72047000
2015,E37000020,2014,66666000
2015,E37000021,2014,126592000
2015,E37000022,2014,31407000
2015,E37000023,2014,264781000
2015,E37000024,2014,7056000
2015,E37000025,2014,157967000
2015,E37000026,2014,30985000
2015,E37000027,2014,152495000
2015,E37000029,2014,105143000
2015,E37000030,2014,3849000
2015,E37000031,2014,52314000
2015,E37000032,2014,1086000
2015,E37000034,2014,5534000
2015,E37000035,2014,950000
2015,E37000036,2014,0
2015,E37000037,2014,134527000
2015,E37000038,2014,0
2015,E37000039,2014,3458000
2015,E37000040,2014,0
2016,E37000001,2014,3296000
2016,E37000002,2014,0
2016,E37000003,2014,0
2016,E37000004,2014,14470000
2016,E37000005,2014,70000
2016,E37000006,2014,73319000
2016,E37000007,2014,616000
2016,E37000008,2014,58699000
2016,E37000009,2014,2326000
2016,E37000010,2014,100872000
2016,E37000011,2014,1381000
2016,E37000012,2014,49768000
2016,E37000013,2014,10786000
2016,E37000014,2014,2445000
2016,E37000015,2014,41363000
2016,E37000016,2014,52103000
2016,E37000017,2014,2120000
2016,E37000018,2014,7600000
2016,E37000019,2014,72609000
2016,E37000020,2014,80375000
2016,E37000021,2014,21513000
2016,E37000022,2014,35811000
2016,E37000023,2014,352811000
2016,E37000024,2014,5309000
2016,E37000025,2014,159548000
2016,E37000026,2014,37890000
2016,E37000027,2014,194276000
2016,E37000029,2014,137420000
2016,E37000030,2014,3826000
2016,E37000031,2014,58323000
2016,E37000032,2014,7280000
2016,E37000034,2014,21240000
2016,E37000035,2014,1800000
2016,E37000036,2014,0
2016,E37000037,2014,124073000
2016,E37000038,2014,0
2016,E37000039,2014,3479000
2016,E37000040,2014,0
2017,E37000001,2017,0
2017,E37000002,2017,0
2017,E37000003,2017,0
2017,E37000004,2017,16866000
2017,E37000005,2017,313000
2017,E37000006,2017,64626000
2017,E37000007,2017,1459000
2017,E37000008,2017,51817000
2017,E37000009,2017,3024000
2017,E37000010,2017,84972000
2017,E37000011,2017,1400000
2017,E37000012,2017,72297000
2017,E37000014,2017,2277000
2017,E37000015,2017,47671000
2017,E37000016,2017,50145000
2017,E37000017,2017,2234000
2017,E37000018,2017,8269000
2017,E37000019,2017,65121000
2017,E37000020,2017,100269000
2017,E37000021,2017,43240000
2017,E37000022,2017,37128000
2017,E37000023,2017,433465000
2017,E37000024,2017,9303000
2017,E37000025,2017,184361000
2017,E37000027,2017,372433000
2017,E37000029,2017,156301000
2017,E37000030,2017,6513000
2017,E37000032,2017,7377000
2017,E37000034,2017,22095000
2017,E37000035,2017,2550000
2017,E37000036,2017,0
2017,E37000037,2017,192833000
2017,E37000038,2017,0
2017,E37000039,2017,1648000
2017,E37000040,2017,17592000
2017,E37000041,2017,22452000
2017,E37000042,2017,442000
2018,E37000001,2017,114000
2018,E37000002,2017,0
2018,E37000003,2017,0
2018,E37000004,2017,19086000
2018,E37000005,2017,350000
2018,E37000006,2017,66223000
2018,E37000007,2017,795000
2018,E37000008,2017,116943000
2018,E37000009,2017,1117000
2018,E37000010,2017,73921000
2018,E37000011,2017,1505000
2018,E37000012,2017,19846000
2018,E37000014,2017,2145000
2018,E37000015,2017,78287000
2018,E37000016,2017,52162000
2018,E37000017,2017,2281000
2018,E37000018,2017,9395000
2018,E37000019,2017,63472000
2018,E37000020,2017,112943000
2018,E37000021,2017,45226000
2018,E37000022,2017,37864000
2018,E37000023,2017,445695000
2018,E37000024,2017,6954000
2018,E37000025,2017,211459000
2018,E37000027,2017,479669000
2018,E37000029,2017,240882000
2018,E37000030,2017,8248000
2018,E37000032,2017,7431000
2018,E37000034,2017,40697000
2018,E37000035,2017,900000
2018,E37000036,2017,0
2018,E37000037,2017,234797000
2018,E37000038,2017,0
2018,E37000039,2017,1521000
2018,E37000040,2017,21157000
2018,E37000041,2017,23624000
2018,E37000042,2017,13041000
